sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
GCA_003650155.1_ASM365015v1_genomic.hist	histogram	assembly	NA	410881077	0.87	380.03	NA	-1
GCA_029255695.1_ASM2925569v1_genomic.hist	histogram	assembly	NA	2526291670	0.84	165.27	NA	-1
GCA_015146535.1_ASM1514653v1_genomic.hist	histogram	assembly	NA	2836018904	0.84	36.26	NA	-1
GCA_015598185.1_mTacAcu1_genomic.hist	histogram	assembly	NA	1975103956	0.76	108.11	NA	-1
GCA_024453875.1_ASM2445387v1_genomic.hist	histogram	assembly	NA	1134972314	0.61	283.29	NA	-1
GCA_013030995.1_ASM1303099v1_genomic.hist	histogram	assembly	NA	1113738700	0.95	22.76	NA	-1
GCA_000690715.1_ASM69071v1_genomic.hist	histogram	assembly	NA	1068731039	0.97	8.56	NA	-1
GCA_030078065.1_LAfr_Ele66_genomic.hist	histogram	assembly	NA	3148920814	0.80	12.26	NA	-1
GCA_006232265.1_BAM_genomic.hist	histogram	assembly	NA	410312901	0.94	126.13	NA	-1
GCA_013398675.1_ASM1339867v1_genomic.hist	histogram	assembly	NA	1043580454	0.97	17.22	NA	-1
GCA_947650265.1_fSymMel2.1_genomic.hist	histogram	assembly	NA	635634973	0.83	303.62	NA	-1
GCA_000691405.1_ASM69140v1_genomic.hist	histogram	assembly	NA	1125111778	0.99	4.44	NA	-1
GCA_015128765.1_ASM1512876v1_genomic.hist	histogram	assembly	NA	2799579551	0.86	36.61	NA	-1
GCA_007922775.1_AntPal_v1_BIUU_genomic.hist	histogram	assembly	NA	2569972583	0.63	145.39	NA	-1
GCA_015125015.1_ASM1512501v1_genomic.hist	histogram	assembly	NA	2781604394	0.87	36.46	NA	-1
GCA_030220065.1_ASM3022006v1_genomic.hist	histogram	assembly	NA	998289497	0.68	64.66	NA	-1
GCA_000708925.1_ASM70892v1_genomic.hist	histogram	assembly	NA	1125321568	0.98	8.31	NA	-1
GCA_036900835.1_sCarCar3.0.hap2_genomic.hist	histogram	assembly	NA	4882163436	0.58	41.24	NA	-1
GCA_000258655.2_panpan1.1_genomic.hist	histogram	assembly	NA	2721725394	0.88	29.94	NA	-1
GCA_900499035.1_SP_G_genomic.hist	histogram	assembly	NA	820602639	0.67	248.47	NA	-1
GCA_045787545.1_ASM4578754v1_genomic.hist	histogram	assembly	NA	1185527139	0.96	4.27	NA	-1
GCA_015101655.1_ASM1510165v1_genomic.hist	histogram	assembly	NA	2824847980	0.86	36.29	NA	-1
GCA_030515125.1_QAU1.0_genomic.hist	histogram	assembly	NA	1127819980	0.96	49.21	NA	-1
GCA_900014975.1_rnor5.0_scrapheap_genomic.hist	histogram	assembly	NA	174311388	0.02	4.83	NA	-1
GCA_006547115.1_GSC_porc_1.0_genomic.hist	histogram	assembly	NA	2395227372	0.89	34.84	NA	-1
GCA_029237185.1_ASM2923718v1_genomic.hist	histogram	assembly	NA	2522021755	0.85	182.46	NA	-1
GCA_013398095.1_ASM1339809v1_genomic.hist	histogram	assembly	NA	1104451839	0.97	13.13	NA	-1
GCA_013634535.1_ASM1363453v1_genomic.hist	histogram	assembly	NA	2188270947	0.96	10.21	NA	-1
GCA_015476435.1_HC1-N_genomic.hist	histogram	assembly	NA	2951891185	0.82	35.66	NA	-1
GCA_015343275.1_lycPyrSN2_genomic.hist	histogram	assembly	NA	1058496352	0.95	5.59	NA	-1
GCA_028571125.1_ASM2857112v1_genomic.hist	histogram	assembly	NA	1151167715	0.98	4.76	NA	-1
GCA_046128825.1_ICAR-NRCP-G1_genomic.hist	histogram	assembly	NA	2417815750	0.87	50.19	NA	-1
GCA_001984765.1_C.can_genome_v1.0_genomic.hist	histogram	assembly	NA	2517240314	0.85	57.92	NA	-1
GCA_004026845.1_HetBruBak_v1_BIUU_genomic.hist	histogram	assembly	NA	3588617712	0.79	61.73	NA	-1
GCA_009802015.1_UCB_Rtem_1.0_genomic.hist	histogram	assembly	NA	2568384633	0.76	57.83	NA	-1
GCA_015129715.1_ASM1512971v1_genomic.hist	histogram	assembly	NA	2816488671	0.85	36.80	NA	-1
GCA_015146015.1_ASM1514601v1_genomic.hist	histogram	assembly	NA	3019132422	0.75	35.78	NA	-1
GCA_024718415.1_ASM2471841v1_genomic.hist	histogram	assembly	NA	2451666246	0.86	39.13	NA	-1
GCA_021656055.1_ASM2165605v1_genomic.hist	histogram	assembly	NA	2435395744	0.87	40.07	NA	-1
GCA_025448075.1_ASM2544807v1_genomic.hist	histogram	assembly	NA	1087332683	0.95	8.06	NA	-1
GCA_004329385.1_megNov1_genomic.hist	histogram	assembly	NA	2130595162	0.94	21.08	NA	-1
GCA_003342815.1_eudEle1_genomic.hist	histogram	assembly	NA	906844668	0.98	28.72	NA	-1
GCA_037975115.1_ASM3797511v1_genomic.hist	histogram	assembly	NA	631004568	0.94	100.66	NA	-1
GCA_000004845.2_YH_2.0_genomic.hist	histogram	assembly	NA	2795196423	0.84	40.35	NA	-1
GCA_015150495.1_ASM1515049v1_genomic.hist	histogram	assembly	NA	2807337897	0.86	36.54	NA	-1
GCA_900411745.1_duckbase.refseq.v4_genomic.hist	histogram	assembly	NA	1044557050	0.97	27.61	NA	-1
GCA_028533385.1_Panthera_onca_HiC_genomic.hist	histogram	assembly	NA	2467693922	0.87	75.29	NA	-1
GCA_001624295.1_AKR_J_v1_genomic.hist	histogram	assembly	NA	2344529712	0.90	154.97	NA	-1
GCA_029582105.1_OMel1.0_genomic.hist	histogram	assembly	NA	1036180291	0.94	49.80	NA	-1
GCA_004026985.1_MyoMyo_v1_BIUU_genomic.hist	histogram	assembly	NA	2262059206	0.74	141.92	NA	-1
GCA_901007915.1_Syngnathus_typhle_assembly_genomic.hist	histogram	assembly	NA	292192627	0.91	64.01	NA	-1
GCA_036026395.1_ASM3602639v1_genomic.hist	histogram	assembly	NA	1099558111	0.96	40.14	NA	-1
GCA_014633375.1_OchPri4.0_genomic.hist	histogram	assembly	NA	1939942452	0.93	43.43	NA	-1
GCA_014706015.1_ASM1470601v1_genomic.hist	histogram	assembly	NA	1101895240	0.93	18.43	NA	-1
GCA_011800845.1_UG_Zviv_1_genomic.hist	histogram	assembly	NA	1418566478	0.80	138.10	NA	-1
GCA_001624745.1_NZO_HlLtJ_v1_genomic.hist	histogram	assembly	NA	2322508649	0.90	156.61	NA	-1
GCA_013401115.1_ASM1340111v1_genomic.hist	histogram	assembly	NA	1162018390	0.99	2.29	NA	-1
GCA_029237445.1_ASM2923744v1_genomic.hist	histogram	assembly	NA	2527883220	0.84	158.13	NA	-1
GCA_001624185.1_129S1_SvImJ_v1_genomic.hist	histogram	assembly	NA	2310345746	0.91	155.59	NA	-1
GCA_000699245.1_ASM69924v1_genomic.hist	histogram	assembly	NA	1062503937	0.98	9.98	NA	-1
GCA_015159295.1_ASM1515929v1_genomic.hist	histogram	assembly	NA	2828303451	0.86	36.36	NA	-1
GCA_024687005.1_ASM2468700v1_genomic.hist	histogram	assembly	NA	1033417812	0.92	16.93	NA	-1
GCA_019279795.1_PAN1.0_genomic.hist	histogram	assembly	NA	38864562579	0.54	24.63	NA	-1
GCA_003676075.3_GSC_YBM_2.1_genomic.hist	histogram	assembly	NA	2524935995	0.88	44.17	NA	-1
GCA_900660295.1_Diretmus_argenteus_assembly_genomic.hist	histogram	assembly	NA	295741367	0.85	163.83	NA	-1
GCA_002023025.1_10x.supernova.msNA24385_genomic.hist	histogram	assembly	NA	5595361104	0.02	35.69	NA	-1
GCA_009822645.1_ASM982264v1_genomic.hist	histogram	assembly	NA	3089405042	0.73	37.84	NA	-1
GCA_045787325.1_ASM4578732v1_genomic.hist	histogram	assembly	NA	1177787971	0.96	5.87	NA	-1
GCA_011801095.1_ASM1180109v1_genomic.hist	histogram	assembly	NA	2783570368	0.87	36.29	NA	-1
GCA_007922185.1_Carettochelys_insculpta-1.0_genomic.hist	histogram	assembly	NA	2280768427	0.76	15.13	NA	-1
GCA_021186565.1_lmpF_NL_genomic.hist	histogram	assembly	NA	570512130	0.83	347.31	NA	-1
GCA_900631625.1_zalCal2.2_genomic.hist	histogram	assembly	NA	2365843421	0.89	61.28	NA	-1
GCA_015148325.1_ASM1514832v1_genomic.hist	histogram	assembly	NA	2904761960	0.82	36.15	NA	-1
GCA_015112335.1_ASM1511233v1_genomic.hist	histogram	assembly	NA	2825221016	0.86	36.22	NA	-1
GCA_004363495.1_PhoPho_v1_BIUU_genomic.hist	histogram	assembly	NA	2659566800	0.77	95.61	NA	-1
GCA_900302665.1_ASM90030266v1_genomic.hist	histogram	assembly	NA	522216822	0.96	135.20	NA	-1
GCA_001624505.1_DBA_2J_v1_genomic.hist	histogram	assembly	NA	2296926488	0.91	151.22	NA	-1
GCA_049901815.1_sardPilCibio2019_genomic.hist	histogram	assembly	NA	908020497	0.62	296.25	NA	-1
GCA_000281125.4_ASM28112v4_genomic.hist	histogram	assembly	NA	2107127716	0.94	13.38	NA	-1
GCA_002738545.1_EschrichtiusRobustus1.0_genomic.hist	histogram	assembly	NA	1959486276	0.96	6.52	NA	-1
GCA_015147995.1_D_dugong_scaffold_01_genomic.hist	histogram	assembly	NA	2598754015	0.87	18.58	NA	-1
GCA_004027205.1_CteGun_v1_BIUU_genomic.hist	histogram	assembly	NA	2295769050	0.86	167.22	NA	-1
GCA_046562415.1_Duke_GAcu_1.0_genomic.hist	histogram	assembly	NA	454235585	0.90	221.36	NA	-1
GCA_025582565.1_CG1v2.0_genomic.hist	histogram	assembly	NA	1278505420	0.80	356.10	NA	-1
GCA_005125345.1_ASM512534v1_genomic.hist	histogram	assembly	NA	2126565538	0.94	33.32	NA	-1
GCA_017591415.1_AmiCal1_genomic.hist	histogram	assembly	NA	764889909	0.93	141.23	NA	-1
GCA_041108135.1_ASM4110813v1_genomic.hist	histogram	assembly	NA	1225717442	0.98	13.61	NA	-1
GCA_000692075.1_ASM69207v1_genomic.hist	histogram	assembly	NA	1138877057	0.95	14.61	NA	-1
GCA_004886185.2_Basenji_breed-1.1_genomic.hist	histogram	assembly	NA	2410182302	0.87	73.95	NA	-1
GCA_000298735.2_Oar_v4.0_genomic.hist	histogram	assembly	NA	2585989943	0.83	30.08	NA	-1
GCA_024686285.1_ASM2468628v1_genomic.hist	histogram	assembly	NA	1021744103	0.95	26.02	NA	-1
GCA_023170095.1_Spheniscus_humboldti_v01_genomic.hist	histogram	assembly	NA	1215781114	0.97	15.85	NA	-1
GCA_015145935.1_ASM1514593v1_genomic.hist	histogram	assembly	NA	2811493918	0.85	41.38	NA	-1
GCA_003186165.1_ASM318616v1_genomic.hist	histogram	assembly	NA	511572538	0.96	88.75	NA	-1
GCA_009364475.1_usc_Sbombifrons_0.1_genomic.hist	histogram	assembly	NA	716407664	0.75	14.47	NA	-1
GCA_015125415.1_ASM1512541v1_genomic.hist	histogram	assembly	NA	2838584352	0.85	36.29	NA	-1
GCA_015074545.1_ASM1507454v1_genomic.hist	histogram	assembly	NA	2801876054	0.86	36.57	NA	-1
GCA_013396855.1_ASM1339685v1_genomic.hist	histogram	assembly	NA	1115491818	0.95	8.21	NA	-1
GCA_015120625.1_ASM1512062v1_genomic.hist	histogram	assembly	NA	2831594029	0.85	36.45	NA	-1
GCA_900168385.1_bgp_v1_genomic.hist	histogram	assembly	NA	2396105217	0.89	26.60	NA	-1
GCA_003850225.1_IASCAAS_PekingDuck_PBH1.5_genomic.hist	histogram	assembly	NA	1121032339	0.89	42.96	NA	-1
GCA_003426925.1_ASM342692v1_genomic.hist	histogram	assembly	NA	2183075907	0.94	77.17	NA	-1
GCA_015148335.1_ASM1514833v1_genomic.hist	histogram	assembly	NA	2890876990	0.82	36.21	NA	-1
GCA_013401015.1_ASM1340101v1_genomic.hist	histogram	assembly	NA	1162065165	0.98	3.07	NA	-1
GCA_001700575.1_Berkshire_pig_v1_genomic.hist	histogram	assembly	NA	2408543413	0.87	41.53	NA	-1
GCA_030014235.1_ASM3001423v1_genomic.hist	histogram	assembly	NA	837161107	0.92	134.54	NA	-1
GCA_003160815.1_VulVul2.2_genomic.hist	histogram	assembly	NA	2339979411	0.90	59.38	NA	-1
GCA_029237415.1_ASM2923741v1_genomic.hist	histogram	assembly	NA	2534545333	0.84	173.20	NA	-1
GCA_001700165.1_Hampshire_pig_v1_genomic.hist	histogram	assembly	NA	2412493197	0.87	39.58	NA	-1
GCA_029237225.1_ASM2923722v1_genomic.hist	histogram	assembly	NA	2516290482	0.85	176.26	NA	-1
GCA_029236065.1_ASM2923606v1_genomic.hist	histogram	assembly	NA	2521411883	0.85	177.11	NA	-1
GCA_001922835.1_NIST_Tur_tru_v1_genomic.hist	histogram	assembly	NA	2116784336	0.91	46.83	NA	-1
GCA_000687375.1_ASM68737v1_genomic.hist	histogram	assembly	NA	1153061900	0.97	11.74	NA	-1
GCA_015472805.1_rouAeg_1.0_genomic.hist	histogram	assembly	NA	1885777984	0.97	48.44	NA	-1
GCA_021292165.1_IOZ_Scro_1.0_genomic.hist	histogram	assembly	NA	2189837729	0.68	52.66	NA	-1
GCA_019290145.1_CAU-K_genomic.hist	histogram	assembly	NA	2441824169	0.86	40.17	NA	-1
GCA_000325985.2_LatCha_J1.0_genomic.hist	histogram	assembly	NA	2593894837	0.76	55.79	NA	-1
GCA_000337975.1_F_cherrug_v1.0_genomic.hist	histogram	assembly	NA	1148716829	0.98	6.77	NA	-1
GCA_009764425.1_turbot_genomic.hist	histogram	assembly	NA	538011689	0.91	286.13	NA	-1
GCA_015121685.1_ASM1512168v1_genomic.hist	histogram	assembly	NA	2867237662	0.84	36.50	NA	-1
GCA_015144615.1_ASM1514461v1_genomic.hist	histogram	assembly	NA	2820718952	0.86	43.30	NA	-1
GCA_040057535.1_ASM4005753v1_genomic.hist	histogram	assembly	NA	2023806117	0.93	41.96	NA	-1
GCA_000787105.1_PM.fa_genomic.hist	histogram	assembly	NA	685785860	0.88	38.99	NA	-1
GCA_009806435.2_UM_NZW_1.0_genomic.hist	histogram	assembly	NA	2774968344	0.78	49.78	NA	-1
GCA_023634425.1_ASM2363442v1_genomic.hist	histogram	assembly	NA	780915754	0.91	136.30	NA	-1
GCA_012393455.1_Tufts_HGry_1.1_genomic.hist	histogram	assembly	NA	2338038643	0.89	33.24	NA	-1
GCA_000956065.1_Mnem_1.0_genomic.hist	histogram	assembly	NA	2835663600	0.89	30.38	NA	-1
GCA_050125195.1_ASM5012519v1_genomic.hist	histogram	assembly	NA	1061346366	0.94	21.26	NA	-1
GCA_006547405.1_ASM654740v1_genomic.hist	histogram	assembly	NA	2323321890	0.87	39.51	NA	-1
GCA_041043765.1_ASM4104376v1_genomic.hist	histogram	assembly	NA	1210084958	0.98	6.59	NA	-1
GCA_025582595.1_AB3v2.0_genomic.hist	histogram	assembly	NA	1486449448	0.68	316.68	NA	-1
GCA_013436515.1_ASM1343651v1_genomic.hist	histogram	assembly	NA	804392701	0.72	253.89	NA	-1
GCA_013396795.1_ASM1339679v1_genomic.hist	histogram	assembly	NA	1173789873	0.99	33.46	NA	-1
GCA_040182945.1_ASM4018294v1_genomic.hist	histogram	assembly	NA	2991467723	0.80	21.75	NA	-1
GCA_029941395.3_S_20_00708_Flye_assembly_V1.1_genomic.hist	histogram	assembly	NA	2333998027	0.86	40.60	NA	-1
GCA_007988765.1_SarHar_Dovetail_2.0_genomic.hist	histogram	assembly	NA	2924378345	0.91	79.08	NA	-1
GCA_003604335.1_UP_Spi_genomic.hist	histogram	assembly	NA	631331447	0.86	404.05	NA	-1
GCA_013403625.1_Bspl.v1.2018_genomic.hist	histogram	assembly	NA	440380261	0.86	304.35	NA	-1
GCA_003774525.2_ASM377452v2_genomic.hist	histogram	assembly	NA	2536861935	0.84	162.08	NA	-1
GCA_000803125.3_CamDro3_genomic.hist	histogram	assembly	NA	2150251057	0.92	15.98	NA	-1
GCA_018400075.1_ASM1840007v1_genomic.hist	histogram	assembly	NA	1333021531	0.75	349.65	NA	-1
GCA_015095775.1_ASM1509577v1_genomic.hist	histogram	assembly	NA	2830179267	0.86	36.21	NA	-1
GCA_907165285.1_Goat_MAGs_genomic.hist	histogram	assembly	NA	8822504890	0.56	0.22	NA	-1
GCA_004027085.1_MesBid_v1_BIUU_genomic.hist	histogram	assembly	NA	2741737281	0.72	90.84	NA	-1
GCA_000385455.1_Zonotrichia_albicollis-1.0.1_genomic.hist	histogram	assembly	NA	1004869170	0.97	12.35	NA	-1
GCA_045784605.1_ASM4578460v1_genomic.hist	histogram	assembly	NA	1172253675	0.96	6.02	NA	-1
GCA_000181275.2_SorAra2.0_genomic.hist	histogram	assembly	NA	2186049486	0.89	107.80	NA	-1
GCA_030077915.1_LAfr_Ele567_genomic.hist	histogram	assembly	NA	3163819294	0.79	12.25	NA	-1
GCA_014851395.1_ASM1485139v1_genomic.hist	histogram	assembly	NA	961913100	0.67	88.57	NA	-1
GCA_030078015.1_LAfr_Ele143_genomic.hist	histogram	assembly	NA	3164921207	0.79	12.25	NA	-1
GCA_004025105.1_TamTet_v1_BIUU_genomic.hist	histogram	assembly	NA	3784292240	0.67	24.23	NA	-1
GCA_008692375.1_ASM869237v1_genomic.hist	histogram	assembly	NA	1288326741	0.73	337.01	NA	-1
GCA_024362835.1_NL-cnr_genomic.hist	histogram	assembly	NA	588904060	0.92	137.61	NA	-1
GCA_013390085.1_ASM1339008v1_genomic.hist	histogram	assembly	NA	1137897440	0.97	5.09	NA	-1
GCA_916701575.1_S-umbrosus_SEB-10_genomic.hist	histogram	assembly	NA	963646170	0.59	97.59	NA	-1
GCA_000001895.4_Rnor_6.0_genomic.hist	histogram	assembly	NA	2725129036	0.78	138.62	NA	-1
GCA_001466805.2_Raegyp2.0_genomic.hist	histogram	assembly	NA	1909657676	0.95	45.73	NA	-1
GCA_013398775.1_ASM1339877v1_genomic.hist	histogram	assembly	NA	935998714	0.99	17.72	NA	-1
GCA_000709325.1_ASM70932v1_genomic.hist	histogram	assembly	NA	1124263599	0.94	9.75	NA	-1
GCA_014706035.1_ASM1470603v1_genomic.hist	histogram	assembly	NA	1098933823	0.93	16.84	NA	-1
GCA_011421415.2_BCCH_new_scaffold_names_genomic.hist	histogram	assembly	NA	951716136	0.98	13.59	NA	-1
GCA_001005745.2_aro_v2_genomic.hist	histogram	assembly	NA	677523624	0.98	16.52	NA	-1
GCA_024679395.1_ASM2467939v1_genomic.hist	histogram	assembly	NA	1075795797	0.86	16.88	NA	-1
GCA_015159215.1_ASM1515921v1_genomic.hist	histogram	assembly	NA	2806691393	0.86	36.33	NA	-1
GCA_015129575.1_ASM1512957v1_genomic.hist	histogram	assembly	NA	2809289602	0.86	36.96	NA	-1
GCA_000005525.1_Ovis_aries_1.0_genomic.hist	histogram	assembly	NA	1125112758	0.99	3.58	NA	-1
GCA_029237205.1_ASM2923720v1_genomic.hist	histogram	assembly	NA	2516340613	0.85	181.22	NA	-1
GCA_001305905.1_ASM130590v1_genomic.hist	histogram	assembly	NA	1944964399	0.98	39.19	NA	-1
GCA_000721915.3_Eluc_V3_genomic.hist	histogram	assembly	NA	889401126	0.86	30.68	NA	-1
GCA_007922845.1_UniMelb_Wolf_Refassem_1_genomic.hist	histogram	assembly	NA	1158743137	0.99	0.09	NA	-1
GCA_029286905.1_ASM2928690v1_genomic.hist	histogram	assembly	NA	1030906730	0.97	8.29	NA	-1
GCA_029874915.1_ASM2987491v1_genomic.hist	histogram	assembly	NA	555970528	0.93	132.28	NA	-1
GCA_001632525.1_BALB_cJ_v1_genomic.hist	histogram	assembly	NA	2323807015	0.91	153.25	NA	-1
GCA_001624245.1_ASM162424v1_genomic.hist	histogram	assembly	NA	735871018	0.94	74.06	NA	-1
GCA_000695195.1_ASM69519v1_genomic.hist	histogram	assembly	NA	1079486657	0.98	8.05	NA	-1
GCA_015159385.1_ASM1515938v1_genomic.hist	histogram	assembly	NA	2823244257	0.86	36.59	NA	-1
GCA_900302565.1_ASM90030256v1_genomic.hist	histogram	assembly	NA	484868154	0.88	373.65	NA	-1
GCA_958301615.1_R_imi_1.0_genomic.hist	histogram	assembly	NA	6018230552	0.44	45.11	NA	-1
GCA_049176915.1_ASM4917691v1_genomic.hist	histogram	assembly	NA	1100259657	0.81	161.86	NA	-1
GCA_000709895.1_ASM70989v1_genomic.hist	histogram	assembly	NA	1120155427	0.98	8.13	NA	-1
GCA_005190385.2_NGI_Narwhal_1_genomic.hist	histogram	assembly	NA	2343363517	0.87	40.13	NA	-1
GCA_004027855.1_ChoDid_v1_BIUU_genomic.hist	histogram	assembly	NA	3314028441	0.70	121.07	NA	-1
GCA_048197165.1_ASM4819716v1_genomic.hist	histogram	assembly	NA	2428828694	0.90	36.11	NA	-1
GCA_004027005.1_MusAve_v1_BIUU_genomic.hist	histogram	assembly	NA	2509967495	0.81	172.29	NA	-1
GCA_001712695.1_KOREF1.0_genomic.hist	histogram	assembly	NA	2906439685	0.84	43.58	NA	-1
GCA_013398535.1_ASM1339853v1_genomic.hist	histogram	assembly	NA	1057535233	0.95	9.59	NA	-1
GCA_903645265.1_mfascicularis_v7_phased_genomic.hist	histogram	assembly	NA	2551881536	0.85	37.60	NA	-1
GCA_002022805.1_10x.supernova.msNA19238_genomic.hist	histogram	assembly	NA	5590339535	0.03	35.25	NA	-1
GCA_015093275.1_ASM1509327v1_genomic.hist	histogram	assembly	NA	2814065246	0.86	36.26	NA	-1
GCA_025435535.1_ASM2543553v1_genomic.hist	histogram	assembly	NA	783639269	0.91	94.37	NA	-1
GCA_016801045.1_ASM1680104v1_genomic.hist	histogram	assembly	NA	742334766	0.88	443.33	NA	-1
GCA_000691845.1_ASM69184v1_genomic.hist	histogram	assembly	NA	1055384676	0.98	12.51	NA	-1
GCA_015129315.1_ASM1512931v1_genomic.hist	histogram	assembly	NA	2827551795	0.86	36.53	NA	-1
GCA_049997595.1_fRhaChi2.0_genomic.hist	histogram	assembly	NA	851593137	0.77	207.75	NA	-1
GCA_020892015.1_emu_female_v2.2_1_genomic.hist	histogram	assembly	NA	1222089300	0.94	21.39	NA	-1
GCA_032360005.1_ASM3236000v1_genomic.hist	histogram	assembly	NA	565880956	0.56	10.09	NA	-1
GCA_026018925.1_mTupTan1_genomic.hist	histogram	assembly	NA	2948106822	0.79	103.87	NA	-1
GCA_001887755.1_falPer2_genomic.hist	histogram	assembly	NA	1097178125	0.98	5.70	NA	-1
GCA_015144665.1_ASM1514466v1_genomic.hist	histogram	assembly	NA	2859848323	0.83	36.46	NA	-1
GCA_006346445.1_Turbot_ysfricsl_Female_v1.0_genomic.hist	histogram	assembly	NA	537978676	0.91	286.15	NA	-1
GCA_965117115.1_CarCar_QM_v1.21.12_Sc_genomic.hist	histogram	assembly	NA	2145574978	0.85	44.65	NA	-1
GCA_030704485.1_NAwild_v1.0_genomic.hist	histogram	assembly	NA	1038035381	0.99	41.06	NA	-1
GCA_905400935.1_Dugong_genomic.hist	histogram	assembly	NA	3102321613	0.78	20.87	NA	-1
GCA_003610035.2_CAAPA_Pan-Genome_genomic.hist	histogram	assembly	NA	289688981	0.03	1569.26	NA	-1
GCA_003665695.2_Ee_SOAP_WITH_SSPACE_genomic.hist	histogram	assembly	NA	530994579	0.93	308.68	NA	-1
GCA_015145915.1_ASM1514591v1_genomic.hist	histogram	assembly	NA	2863623923	0.83	36.33	NA	-1
GCA_001632615.1_LP_J_v1_genomic.hist	histogram	assembly	NA	2284112333	0.92	152.51	NA	-1
GCA_000001905.1_Loxafr3.0_genomic.hist	histogram	assembly	NA	3115666562	0.80	12.77	NA	-1
GCA_015126875.1_ASM1512687v1_genomic.hist	histogram	assembly	NA	2835737843	0.85	36.35	NA	-1
GCA_048126635.1_SpiSpi1_v1.hap1_genomic.hist	histogram	assembly	NA	407528637	0.90	193.66	NA	-1
GCA_003264735.1_ASM326473v1_genomic.hist	histogram	assembly	NA	1152372356	0.97	12.62	NA	-1
GCA_042932815.1_ASM4293281v1_genomic.hist	histogram	assembly	NA	397049863	0.68	539.92	NA	-1
GCA_002798355.1_Ogye1.0_genomic.hist	histogram	assembly	NA	1001225607	0.96	18.53	NA	-1
GCA_024653045.1_ASM2465304v1_genomic.hist	histogram	assembly	NA	1035354296	0.95	34.76	NA	-1
GCA_933851455.1_mfascicularis_v7_2_2_genomic.hist	histogram	assembly	NA	2799212749	0.87	37.05	NA	-1
GCA_900323315.1_ASM90032331v1_genomic.hist	histogram	assembly	NA	529539043	0.95	269.25	NA	-1
GCA_000699005.1_ASM69900v1_genomic.hist	histogram	assembly	NA	1120088247	0.87	58.83	NA	-1
GCA_963573995.1_PGDP_NycCou_genomic.hist	histogram	assembly	NA	2554283665	0.88	28.08	NA	-1
GCA_014706395.1_ASM1470639v1_genomic.hist	histogram	assembly	NA	1050800072	0.97	4.93	NA	-1
GCA_004024665.1_LemCat_v1_BIUU_genomic.hist	histogram	assembly	NA	2280589192	0.87	67.59	NA	-1
GCA_021869855.1_ASM2186985v1_genomic.hist	histogram	assembly	NA	1056942453	0.93	8.70	NA	-1
GCA_000002035.4_GRCz11_genomic.hist	histogram	assembly	NA	1670111003	0.54	213.01	NA	-1
GCA_010076325.1_BGI_Shum.V1_genomic.hist	histogram	assembly	NA	1205558163	0.96	13.26	NA	-1
GCA_015076025.1_ASM1507602v1_genomic.hist	histogram	assembly	NA	2835395653	0.85	36.34	NA	-1
GCA_000151865.3_Ttru_1.4_genomic.hist	histogram	assembly	NA	2314843025	0.88	51.69	NA	-1
GCA_000690535.1_ASM69053v1_genomic.hist	histogram	assembly	NA	1124564643	0.99	4.55	NA	-1
GCA_045788555.1_ASM4578855v1_genomic.hist	histogram	assembly	NA	1165850728	0.89	12.65	NA	-1
GCA_000971095.1_AnsCyg_PRJNA183603_v1.0_genomic.hist	histogram	assembly	NA	1080997192	0.97	58.20	NA	-1
GCA_028643795.1_Sciurus_carolinensis_HiC_genomic.hist	histogram	assembly	NA	3097296060	0.73	44.13	NA	-1
GCA_001292825.2_HS1011_v1.1_genomic.hist	histogram	assembly	NA	2806069445	0.87	36.68	NA	-1
GCA_965212235.1_kcLamFluv2.2a.h1_genomic.hist	histogram	assembly	NA	1072908163	0.64	70.80	NA	-1
GCA_034769225.1_CVASU_Gallus_Gallus_GG1M_genomic.hist	histogram	assembly	NA	986558331	0.98	14.38	NA	-1
GCA_000151905.3_gorGor4_genomic.hist	histogram	assembly	NA	2912013353	0.80	73.82	NA	-1
GCA_000164825.1_ASM16482v1_genomic.hist	histogram	assembly	NA	1902090681	0.75	120.46	NA	-1
GCA_900080235.1_BallGen_V1_genomic.hist	histogram	assembly	NA	804204147	0.70	177.57	NA	-1
GCA_003309015.1_ASM330901v1_genomic.hist	histogram	assembly	NA	759150741	0.95	75.94	NA	-1
GCA_000331955.2_Oorc_1.1_genomic.hist	histogram	assembly	NA	2247178893	0.90	46.82	NA	-1
GCA_048593235.1_ASM4859323v1_genomic.hist	histogram	assembly	NA	3238533941	0.83	181.55	NA	-1
GCA_001887905.1_LycPicSAfr1.0_genomic.hist	histogram	assembly	NA	2144348913	0.94	55.29	NA	-1
GCA_014706265.1_ASM1470626v1_genomic.hist	histogram	assembly	NA	1096913288	0.93	8.61	NA	-1
GCA_001883655.1_LycPicKen1.0_genomic.hist	histogram	assembly	NA	2056711276	0.94	49.01	NA	-1
GCA_004026725.1_OnyTor_v1_BIUU_genomic.hist	histogram	assembly	NA	3130572296	0.69	124.24	NA	-1
GCA_035610435.1_ASM3561043v1_genomic.hist	histogram	assembly	NA	1105258122	0.97	6.03	NA	-1
GCA_015129105.1_ASM1512910v1_genomic.hist	histogram	assembly	NA	2817293948	0.86	36.68	NA	-1
GCA_000465495.1_ASM46549v1_genomic.hist	histogram	assembly	NA	1912987449	0.98	35.90	NA	-1
