sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
GCF_023053635.1.hist	histogram	assembly	NA	1790484094	0.79	180.89	NA	-1
GCA_027574665.1.hist	histogram	assembly	NA	1330915667	0.83	277.98	NA	-1
GCF_012275295.1.hist	histogram	assembly	NA	1168346882	0.89	32.27	NA	-1
GCF_009819655.1.hist	histogram	assembly	NA	1054861080	0.95	46.03	NA	-1
GCF_013368585.1.hist	histogram	assembly	NA	958966848	0.93	127.45	NA	-1
GCF_963854185.1.hist	histogram	assembly	NA	859436723	0.73	356.52	NA	-1
GCA_910589615.1.hist	histogram	assembly	NA	614313067	0.85	384.35	NA	-1
GCA_030035585.1.hist	histogram	assembly	NA	3158460090	0.77	31.18	NA	-1
GCF_903995425.1.hist	histogram	assembly	NA	2440618370	0.88	127.13	NA	-1
GCA_963457635.1.hist	histogram	assembly	NA	724584246	0.77	358.09	NA	-1
GCA_947034865.1.hist	histogram	assembly	NA	617470602	0.74	210.07	NA	-1
GCA_963854745.1.hist	histogram	assembly	NA	549129526	0.92	263.54	NA	-1
GCA_049190665.1.hist	histogram	assembly	NA	734519371	0.61	347.05	NA	-1
GCF_904848185.1.hist	histogram	assembly	NA	685122847	0.94	296.42	NA	-1
GCF_036850765.1.hist	histogram	assembly	NA	2579196086	0.78	44.54	NA	-1
GCF_017976325.1.hist	histogram	assembly	NA	644194381	0.93	114.93	NA	-1
GCA_964252035.1.hist	histogram	assembly	NA	1495792574	0.78	85.68	NA	-1
GCF_903992535.2.hist	histogram	assembly	NA	2291706697	0.89	165.42	NA	-1
GCA_043727835.1.hist	histogram	assembly	NA	2268662804	0.86	91.12	NA	-1
GCF_949316205.1.hist	histogram	assembly	NA	597006841	0.88	218.39	NA	-1
GCA_048301445.1.hist	histogram	assembly	NA	368285539	0.73	355.60	NA	-1
GCA_964106915.2.hist	histogram	assembly	NA	1514434215	0.78	91.58	NA	-1
GCA_963082875.1.hist	histogram	assembly	NA	129265228	0.71	58.68	NA	-1
GCF_015220715.1.hist	histogram	assembly	NA	1211880525	0.80	344.74	NA	-1
GCF_036013445.1.hist	histogram	assembly	NA	1285515962	0.84	570.13	NA	-1
GCF_007399415.2.hist	histogram	assembly	NA	2268975656	0.83	23.76	NA	-1
GCF_030490865.1.hist	histogram	assembly	NA	1250153363	0.78	67.78	NA	-1
GCF_036250125.1.hist	histogram	assembly	NA	1165106777	0.89	37.16	NA	-1
GCF_047511675.1.hist	histogram	assembly	NA	2704561697	0.82	66.10	NA	-1
GCF_008692025.1.hist	histogram	assembly	NA	2363470332	0.86	47.81	NA	-1
GCA_048126635.1.hist	histogram	assembly	NA	407528637	0.90	193.66	NA	-1
GCA_038355195.1.hist	histogram	assembly	NA	497241119	0.75	374.20	NA	-1
GCF_030684315.1.hist	histogram	assembly	NA	3181349085	0.74	197.50	NA	-1
GCA_048537225.1.hist	histogram	assembly	NA	721912842	0.77	429.01	NA	-1
GCF_036373705.1.hist	histogram	assembly	NA	989069771	0.72	160.74	NA	-1
GCF_017976375.1.hist	histogram	assembly	NA	1175200880	0.94	21.19	NA	-1
GCA_964030765.1.hist	histogram	assembly	NA	517004229	0.71	488.88	NA	-1
GCA_964273705.1.hist	histogram	assembly	NA	1777039580	0.70	218.31	NA	-1
GCF_017976425.1.hist	histogram	assembly	NA	620360139	0.86	337.99	NA	-1
GCA_048301585.1.hist	histogram	assembly	NA	953375620	0.71	313.59	NA	-1
GCF_023638135.1.hist	histogram	assembly	NA	1283322825	0.90	156.55	NA	-1
GCA_039655065.1.hist	histogram	assembly	NA	2159895915	0.88	25.96	NA	-1
GCA_965231335.1.hist	histogram	assembly	NA	1311758682	0.83	317.55	NA	-1
GCA_033958435.1.hist	histogram	assembly	NA	2180310287	0.85	48.69	NA	-1
GCA_046562895.1.hist	histogram	assembly	NA	3320259419	0.73	23.54	NA	-1
GCA_048129235.1.hist	histogram	assembly	NA	1035382089	0.82	190.73	NA	-1
GCA_048301465.1.hist	histogram	assembly	NA	662917352	0.87	334.69	NA	-1
GCF_009829125.3.hist	histogram	assembly	NA	745402139	0.83	161.26	NA	-1
GCA_045843805.1.hist	histogram	assembly	NA	2935568249	0.74	99.69	NA	-1
GCF_009819705.1.hist	histogram	assembly	NA	592707947	0.92	253.32	NA	-1
GCA_014839755.1.hist	histogram	assembly	NA	1043807432	0.97	39.84	NA	-1
GCF_035084215.1.hist	histogram	assembly	NA	3249437718	0.56	86.83	NA	-1
GCF_040894005.1.hist	histogram	assembly	NA	2158074963	0.59	105.94	NA	-1
GCA_038363145.1.hist	histogram	assembly	NA	2293573855	0.83	29.31	NA	-1
GCA_027474245.1.hist	histogram	assembly	NA	1357290987	0.87	123.97	NA	-1
GCA_963514095.1.hist	histogram	assembly	NA	680049582	0.76	476.40	NA	-1
GCA_964188345.1.hist	histogram	assembly	NA	1300089575	0.82	95.40	NA	-1
GCF_014839835.1.hist	histogram	assembly	NA	1183925554	0.85	102.17	NA	-1
GCF_963932015.1.hist	histogram	assembly	NA	1189140357	0.89	111.64	NA	-1
GCA_964276395.1.hist	histogram	assembly	NA	511075257	0.80	196.75	NA	-1
GCF_040182565.1.hist	histogram	assembly	NA	1215344334	0.89	262.75	NA	-1
GCF_963924715.1.hist	histogram	assembly	NA	798935856	0.89	130.62	NA	-1
GCF_007364275.1.hist	histogram	assembly	NA	915999040	0.77	270.82	NA	-1
GCA_030867105.1.hist	histogram	assembly	NA	1485818670	0.87	62.17	NA	-1
GCA_009769465.1.hist	histogram	assembly	NA	1225856338	0.93	10.84	NA	-1
GCF_024139225.1.hist	histogram	assembly	NA	2460646434	0.80	268.79	NA	-1
GCA_048565345.1.hist	histogram	assembly	NA	3334225814	0.59	122.89	NA	-1
GCA_964188405.1.hist	histogram	assembly	NA	1227664612	0.59	269.94	NA	-1
GCA_933228915.1.hist	histogram	assembly	NA	985159736	0.69	230.20	NA	-1
GCA_951640355.1.hist	histogram	assembly	NA	1285989089	0.83	78.22	NA	-1
GCA_009819605.1.hist	histogram	assembly	NA	1219598091	0.94	14.56	NA	-1
GCA_963383615.1.hist	histogram	assembly	NA	764097418	0.86	276.07	NA	-1
GCA_031877795.1.hist	histogram	assembly	NA	1410475270	0.83	388.46	NA	-1
GCA_047715975.1.hist	histogram	assembly	NA	2467877064	0.58	214.13	NA	-1
GCA_946808225.1.hist	histogram	assembly	NA	796313826	0.77	476.46	NA	-1
GCA_047301625.1.hist	histogram	assembly	NA	865956219	0.87	187.32	NA	-1
GCA_030848825.1.hist	histogram	assembly	NA	2283177809	0.84	69.54	NA	-1
GCF_011100685.1.hist	histogram	assembly	NA	2481841392	0.86	68.28	NA	-1
GCA_964212035.2.hist	histogram	assembly	NA	2138534611	0.80	87.86	NA	-1
GCF_902459465.1.hist	histogram	assembly	NA	417434970	0.78	58.68	NA	-1
GCF_030028045.1.hist	histogram	assembly	NA	2538196572	0.84	26.50	NA	-1
GCA_964662115.1.hist	histogram	assembly	NA	3437102446	0.64	32.08	NA	-1
GCF_949316345.1.hist	histogram	assembly	NA	480259140	0.81	171.33	NA	-1
GCA_048544225.1.hist	histogram	assembly	NA	849000105	0.79	376.33	NA	-1
GCF_011762595.1.hist	histogram	assembly	NA	2372268617	0.85	87.01	NA	-1
GCA_964194155.1.hist	histogram	assembly	NA	3993074925	0.67	15.16	NA	-1
GCA_017639485.1.hist	histogram	assembly	NA	1235461525	0.95	16.47	NA	-1
GCF_007474595.2.hist	histogram	assembly	NA	2405004048	0.90	70.84	NA	-1
GCA_022682495.2.hist	histogram	assembly	NA	2119412130	0.87	15.39	NA	-1
GCF_030035675.1.hist	histogram	assembly	NA	2300943770	0.71	42.08	NA	-1
GCA_963514085.1.hist	histogram	assembly	NA	717268953	0.82	43.72	NA	-1
GCA_020745775.1.hist	histogram	assembly	NA	1201098796	0.96	10.90	NA	-1
GCA_965231255.1.hist	histogram	assembly	NA	1476335506	0.78	342.23	NA	-1
GCF_963576545.1.hist	histogram	assembly	NA	717507316	0.76	726.59	NA	-1
GCF_036172605.1.hist	histogram	assembly	NA	3605760503	0.54	48.53	NA	-1
GCA_019677235.1.hist	histogram	assembly	NA	877308026	0.79	182.16	NA	-1
GCF_030463535.1.hist	histogram	assembly	NA	1057386600	0.75	218.83	NA	-1
GCF_900496995.4.hist	histogram	assembly	NA	1228492410	0.96	5.75	NA	-1
GCA_905171665.2.hist	histogram	assembly	NA	800800149	0.79	241.31	NA	-1
GCA_949152265.1.hist	histogram	assembly	NA	949840849	0.67	285.43	NA	-1
GCF_902148855.1.hist	histogram	assembly	NA	1339031041	0.64	254.51	NA	-1
GCA_901765095.2.hist	histogram	assembly	NA	4638396153	0.57	29.85	NA	-1
GCA_039880945.1.hist	histogram	assembly	NA	2567071678	0.76	55.48	NA	-1
GCA_014839995.1.hist	histogram	assembly	NA	728622370	0.84	408.41	NA	-1
GCA_964213995.1.hist	histogram	assembly	NA	3678807225	0.59	42.78	NA	-1
GCF_036417665.1.hist	histogram	assembly	NA	1310074482	0.78	169.44	NA	-1
GCA_037039145.1.hist	histogram	assembly	NA	1347810421	0.67	172.58	NA	-1
GCA_965113295.1.hist	histogram	assembly	NA	1196710487	0.57	271.63	NA	-1
GCF_901001135.1.hist	histogram	assembly	NA	1027214765	0.65	97.87	NA	-1
GCF_900634795.4.hist	histogram	assembly	NA	426959369	0.87	508.56	NA	-1
GCA_963455335.1.hist	histogram	assembly	NA	2484118351	0.87	40.28	NA	-1
GCF_027887145.1.hist	histogram	assembly	NA	1238271228	0.82	86.20	NA	-1
GCA_049354715.1.hist	histogram	assembly	NA	2933237222	0.81	32.96	NA	-1
GCA_949752795.1.hist	histogram	assembly	NA	2828485462	0.71	63.71	NA	-1
GCA_009819775.1.hist	histogram	assembly	NA	1237613716	0.94	6.35	NA	-1
GCF_900324485.2.hist	histogram	assembly	NA	578709413	0.88	104.30	NA	-1
GCA_963455305.1.hist	histogram	assembly	NA	2162935062	0.81	81.62	NA	-1
GCF_963930625.1.hist	histogram	assembly	NA	2656003670	0.80	35.07	NA	-1
GCF_048164855.1.hist	histogram	assembly	NA	2495547507	0.85	74.20	NA	-1
GCF_028583425.1.hist	histogram	assembly	NA	2237387167	0.76	42.49	NA	-1
GCA_039906565.1.hist	histogram	assembly	NA	1167378289	0.91	19.51	NA	-1
GCA_965140245.1.hist	histogram	assembly	NA	1355722691	0.85	245.11	NA	-1
GCF_037176945.1.hist	histogram	assembly	NA	2947567857	0.67	62.32	NA	-1
GCA_947650265.1.hist	histogram	assembly	NA	635634973	0.83	303.62	NA	-1
GCA_027410445.1.hist	histogram	assembly	NA	3805450202	0.60	101.96	NA	-1
GCA_049082185.1.hist	histogram	assembly	NA	619230717	0.83	576.78	NA	-1
GCA_964638095.1.hist	histogram	assembly	NA	1622096679	0.45	292.43	NA	-1
GCA_033349115.1.hist	histogram	assembly	NA	1937165095	0.85	29.96	NA	-1
GCF_027579445.1.hist	histogram	assembly	NA	1180361613	0.86	81.72	NA	-1
GCA_048565385.1.hist	histogram	assembly	NA	2747459560	0.84	69.02	NA	-1
GCA_048934315.1.hist	histogram	assembly	NA	1808167201	0.41	150.97	NA	-1
GCA_944039275.1.hist	histogram	assembly	NA	1409213357	0.73	311.75	NA	-1
GCA_963924515.1.hist	histogram	assembly	NA	1925347063	0.84	140.61	NA	-1
GCA_043748645.1.hist	histogram	assembly	NA	2208981131	0.86	55.56	NA	-1
GCF_947347685.1.hist	histogram	assembly	NA	687130874	0.76	278.18	NA	-1
GCF_036370855.1.hist	histogram	assembly	NA	1468668310	0.78	83.37	NA	-1
GCA_964106645.2.hist	histogram	assembly	NA	1515017049	0.78	58.95	NA	-1
GCF_004115215.2.hist	histogram	assembly	NA	1844098757	0.82	49.18	NA	-1
GCF_009829155.1.hist	histogram	assembly	NA	2423724504	0.90	40.44	NA	-1
GCA_949748355.1.hist	histogram	assembly	NA	661822593	0.73	774.64	NA	-1
GCF_004126475.2.hist	histogram	assembly	NA	2093715353	0.92	19.93	NA	-1
GCA_963969265.1.hist	histogram	assembly	NA	921084690	0.73	218.72	NA	-1
GCA_048628825.1.hist	histogram	assembly	NA	571149669	0.83	213.97	NA	-1
GCA_964374335.1.hist	histogram	assembly	NA	933423140	0.73	189.05	NA	-1
GCA_965153285.1.hist	histogram	assembly	NA	1462083861	0.80	64.56	NA	-1
GCA_964205295.1.hist	histogram	assembly	NA	9356475182	0.39	38.66	NA	-1
GCA_030463565.1.hist	histogram	assembly	NA	1314488916	0.89	35.85	NA	-1
GCF_929443795.1.hist	histogram	assembly	NA	1397955687	0.84	152.53	NA	-1
GCA_964266715.1.hist	histogram	assembly	NA	752165806	0.72	625.73	NA	-1
GCF_020740725.1.hist	histogram	assembly	NA	1149783692	0.89	35.97	NA	-1
GCA_965113315.1.hist	histogram	assembly	NA	1614701564	0.73	209.91	NA	-1
GCA_036426135.1.hist	histogram	assembly	NA	2596693226	0.86	79.51	NA	-1
GCA_023637945.2.hist	histogram	assembly	NA	1016193419	0.97	40.01	NA	-1
GCA_949606895.1.hist	histogram	assembly	NA	1034189663	0.58	162.67	NA	-1
GCA_910591455.2.hist	histogram	assembly	NA	588544380	0.90	388.23	NA	-1
GCF_017639745.1.hist	histogram	assembly	NA	862358566	0.82	133.72	NA	-1
GCF_910596095.1.hist	histogram	assembly	NA	782385872	0.90	135.32	NA	-1
GCF_963930695.1.hist	histogram	assembly	NA	719279772	0.83	251.18	NA	-1
GCF_028878055.3.hist	histogram	assembly	NA	3261903353	0.73	166.32	NA	-1
GCF_028017835.1.hist	histogram	assembly	NA	2306408785	0.80	38.04	NA	-1
GCA_015852565.1.hist	histogram	assembly	NA	490683381	0.78	39.61	NA	-1
GCA_017639555.1.hist	histogram	assembly	NA	1217216075	0.96	8.10	NA	-1
GCA_040955705.1.hist	histogram	assembly	NA	2383997998	0.89	74.10	NA	-1
GCF_028858705.1.hist	histogram	assembly	NA	1252482259	0.90	187.68	NA	-1
GCA_965178545.1.hist	histogram	assembly	NA	1263825778	0.82	44.05	NA	-1
GCA_040894355.2.hist	histogram	assembly	NA	1980018322	0.91	65.10	NA	-1
GCA_047511655.1.hist	histogram	assembly	NA	2828032411	0.80	35.18	NA	-1
GCA_046255685.1.hist	histogram	assembly	NA	817325199	0.61	251.18	NA	-1
GCA_964417175.1.hist	histogram	assembly	NA	1417715464	0.81	119.22	NA	-1
GCA_918807975.1.hist	histogram	assembly	NA	605485883	0.57	90.48	NA	-1
GCF_020382885.2.hist	histogram	assembly	NA	569086963	0.94	71.42	NA	-1
GCA_963989345.1.hist	histogram	assembly	NA	1205970943	0.88	84.75	NA	-1
GCF_028885655.2.hist	histogram	assembly	NA	3251807543	0.76	29.26	NA	-1
GCF_036971445.1.hist	histogram	assembly	NA	3328093863	0.62	146.57	NA	-1
GCF_009762305.2.hist	histogram	assembly	NA	2391140536	0.89	62.22	NA	-1
GCF_009769625.2.hist	histogram	assembly	NA	1124245257	0.96	29.70	NA	-1
GCF_028564815.1.hist	histogram	assembly	NA	2838698809	0.73	47.72	NA	-1
GCF_958295425.1.hist	histogram	assembly	NA	643664905	0.84	128.04	NA	-1
GCA_964094495.2.hist	histogram	assembly	NA	2080823082	0.81	85.06	NA	-1
GCF_014108245.1.hist	histogram	assembly	NA	1763469170	0.90	142.83	NA	-1
GCA_040206685.1.hist	histogram	assembly	NA	3709878841	0.49	84.51	NA	-1
GCA_038501925.1.hist	histogram	assembly	NA	2881529310	0.68	86.15	NA	-1
GCF_043159975.1.hist	histogram	assembly	NA	3116224640	0.78	106.90	NA	-1
GCA_028858755.1.hist	histogram	assembly	NA	1223361479	0.86	63.47	NA	-1
GCF_036365525.1.hist	histogram	assembly	NA	5982955076	0.43	72.73	NA	-1
GCF_026979565.1.hist	histogram	assembly	NA	1080255996	0.94	55.26	NA	-1
GCF_029633865.1.hist	histogram	assembly	NA	1479365749	0.59	200.49	NA	-1
GCF_028389875.1.hist	histogram	assembly	NA	1267555861	0.90	51.32	NA	-1
GCF_027579735.1.hist	histogram	assembly	NA	9807916968	0.39	42.27	NA	-1
GCF_963455315.2.hist	histogram	assembly	NA	2650997154	0.76	98.91	NA	-1
GCA_009769605.1.hist	histogram	assembly	NA	1124513539	0.96	19.80	NA	-1
GCA_964211825.1.hist	histogram	assembly	NA	1252184696	0.85	305.21	NA	-1
GCA_902686455.2.hist	histogram	assembly	NA	2715194200	0.83	54.04	NA	-1
GCA_027563665.1.hist	histogram	assembly	NA	2120565624	0.84	95.09	NA	-1
GCF_030144855.1.hist	histogram	assembly	NA	4044400333	0.62	60.63	NA	-1
GCA_034619465.1.hist	histogram	assembly	NA	1331976988	0.86	151.40	NA	-1
GCF_040938575.1.hist	histogram	assembly	NA	29115751453	0.56	30.67	NA	-1
GCA_048772815.1.hist	histogram	assembly	NA	4645482766	0.49	81.04	NA	-1
GCF_023375975.1.hist	histogram	assembly	NA	1372815157	0.71	193.10	NA	-1
GCF_030435805.1.hist	histogram	assembly	NA	2586259207	0.84	37.01	NA	-1
GCF_029633855.1.hist	histogram	assembly	NA	1121221928	0.63	262.89	NA	-1
GCF_003369695.1.hist	histogram	assembly	NA	2679269999	0.79	36.64	NA	-1
GCA_048569125.1.hist	histogram	assembly	NA	1511511428	0.41	216.44	NA	-1
GCA_964188175.1.hist	histogram	assembly	NA	1567827907	0.75	210.50	NA	-1
GCF_902459505.1.hist	histogram	assembly	NA	3773909396	0.61	17.73	NA	-1
GCF_949987515.2.hist	histogram	assembly	NA	2663275615	0.76	95.57	NA	-1
GCF_900747795.2.hist	histogram	assembly	NA	3571239772	0.71	57.20	NA	-1
GCA_949628215.1.hist	histogram	assembly	NA	1279073283	0.90	32.95	NA	-1
GCA_951799395.1.hist	histogram	assembly	NA	667355707	0.73	335.84	NA	-1
GCA_041834305.1.hist	histogram	assembly	NA	3146552166	0.65	74.57	NA	-1
GCA_036172795.1.hist	histogram	assembly	NA	2077596569	0.61	152.81	NA	-1
GCF_027406575.1.hist	histogram	assembly	NA	2913025487	0.77	23.87	NA	-1
GCF_027172205.1.hist	histogram	assembly	NA	1513106677	0.78	88.59	NA	-1
GCA_048569485.1.hist	histogram	assembly	NA	6261797704	0.39	81.85	NA	-1
GCF_039877785.1.hist	histogram	assembly	NA	661607733	0.90	234.29	NA	-1
GCA_031893055.1.hist	histogram	assembly	NA	2177419795	0.57	227.14	NA	-1
GCA_964270895.1.hist	histogram	assembly	NA	1506755094	0.78	87.71	NA	-1
GCF_900634775.1.hist	histogram	assembly	NA	922749411	0.73	250.44	NA	-1
GCA_047830755.1.hist	histogram	assembly	NA	1278882695	0.81	81.67	NA	-1
GCF_017639515.1.hist	histogram	assembly	NA	4267060404	0.67	54.97	NA	-1
GCF_963691925.1.hist	histogram	assembly	NA	762231996	0.86	294.33	NA	-1
GCF_036169615.1.hist	histogram	assembly	NA	1049548274	0.94	49.01	NA	-1
GCA_016904835.1.hist	histogram	assembly	NA	1073159673	0.95	18.69	NA	-1
GCA_017639675.1.hist	histogram	assembly	NA	451952496	0.87	412.30	NA	-1
GCA_009764595.1.hist	histogram	assembly	NA	1064378017	0.94	34.06	NA	-1
GCA_964187855.1.hist	histogram	assembly	NA	2977803653	0.30	317.41	NA	-1
GCA_035084275.1.hist	histogram	assembly	NA	1002707758	0.80	70.08	NA	-1
GCF_020745735.1.hist	histogram	assembly	NA	3905731374	0.69	78.47	NA	-1
GCF_030867095.1.hist	histogram	assembly	NA	2330331346	0.85	25.97	NA	-1
GCF_902713615.1.hist	histogram	assembly	NA	4155952120	0.67	42.84	NA	-1
GCF_029499605.1.hist	histogram	assembly	NA	4139573457	0.48	52.84	NA	-1
GCF_028018845.1.hist	histogram	assembly	NA	1160774028	0.87	63.92	NA	-1
GCA_014839685.1.hist	histogram	assembly	NA	867054314	0.93	244.21	NA	-1
GCA_965140235.1.hist	histogram	assembly	NA	2216649678	0.82	45.62	NA	-1
GCA_046129655.1.hist	histogram	assembly	NA	1227080867	0.84	43.39	NA	-1
GCF_023634085.1.hist	histogram	assembly	NA	1305407138	0.88	228.13	NA	-1
GCF_902713425.1.hist	histogram	assembly	NA	1897215942	0.52	231.66	NA	-1
GCF_963662255.1.hist	histogram	assembly	NA	1170677377	0.85	91.34	NA	-1
GCF_910594005.1.hist	histogram	assembly	NA	2886587604	0.74	74.54	NA	-1
GCA_965115925.1.hist	histogram	assembly	NA	2109431167	0.80	101.11	NA	-1
GCA_044231675.1.hist	histogram	assembly	NA	492040741	0.90	194.96	NA	-1
GCA_041902795.1.hist	histogram	assembly	NA	830835555	0.59	431.50	NA	-1
GCF_029281585.2.hist	histogram	assembly	NA	3533958271	0.69	194.29	NA	-1
GCA_023851605.1.hist	histogram	assembly	NA	3187808873	0.82	16.77	NA	-1
GCA_048593285.1.hist	histogram	assembly	NA	3042289107	0.87	90.97	NA	-1
GCF_039906515.1.hist	histogram	assembly	NA	2671777272	0.76	71.30	NA	-1
GCA_963691815.1.hist	histogram	assembly	NA	797626502	0.81	235.91	NA	-1
GCA_048129055.1.hist	histogram	assembly	NA	1078102127	0.83	85.54	NA	-1
GCA_963513975.1.hist	histogram	assembly	NA	1209098171	0.84	107.47	NA	-1
GCA_045345405.1.hist	histogram	assembly	NA	1366080856	0.78	190.59	NA	-1
GCA_964339955.1.hist	histogram	assembly	NA	1892174474	0.84	159.04	NA	-1
GCF_014176215.1.hist	histogram	assembly	NA	1866919447	0.97	50.53	NA	-1
GCA_036010785.1.hist	histogram	assembly	NA	1395774480	0.73	256.14	NA	-1
GCF_963924675.1.hist	histogram	assembly	NA	2512477762	0.81	45.32	NA	-1
GCA_039878825.1.hist	histogram	assembly	NA	966768353	0.93	57.29	NA	-1
GCA_020745685.1.hist	histogram	assembly	NA	719185606	0.87	232.60	NA	-1
GCA_947623445.1.hist	histogram	assembly	NA	210072774	0.67	436.95	NA	-1
